system:index,EVI,GID_3,LST_mean,NAME_3,NDDI,NDVI,OSAVI,SOC,SoilMoisture,agri_area_m2,cec,clay,elevation_m,is_cropland,lat,lon,pH,period_end,period_start,precip_sum,sand,silt,.geo
5_00000000000000000003_0,0.493271348,IDN.9.12.4_1,30.59,Bangodua,0.404463883,0.668233592,0.557246818,7.2183332,39.667084,3.88E+07,26.216667,37.116665,9,1,-6.516957405,108.2788161,5.6,4/1/2010,3/17/2010,198.506382,28.733334,34.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000004_0,0.371889212,IDN.9.12.5_1,25.87,Bongas,0.187207457,0.488141219,0.415810375,3.7733333,39.431526,4.15E+07,21.666666,37.016666,7,1,-6.379961067,108.0174887,5.65,4/1/2010,3/17/2010,194.6513343,30.05,32.916668,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000006_0,1.838707719,IDN.9.12.7_1,29.955,Cikedung,0.403259151,0.151710656,0.068944397,6.2233334,39.74291,8.44E+07,27.633333,40.783333,29,0,-6.537103773,108.174859,5.5,4/1/2010,3/17/2010,232.9187169,26.5,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000007_0,0.386399226,IDN.9.12.8_1,28.89,Gabuswetan,0.140967764,0.20459136,0.205210279,6.0833335,39.431526,6.77E+07,25.516666,41.533333,9,1,-6.427559569,108.0681062,5.5,4/1/2010,3/17/2010,185.0093446,24.683332,33.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000008_0,0.420834446,IDN.9.12.9_1,30.526,Gantar,0.356760583,0.586950931,0.485833621,4.37,42.593666,1.10E+08,16.433332,41.066666,42,1,-6.546260825,107.9498554,5.5,4/1/2010,3/17/2010,244.8266659,23.633333,35.283333,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000009_0,0.472907527,IDN.9.12.10_1,28.57,Haurgeulis,0.337266968,0.645963286,0.532426507,4.9,38.990833,4.70E+07,22.65,35.683334,21,1,-6.446405047,107.9374711,5.6,4/1/2010,3/17/2010,226.8930697,27.55,36.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0000000000000000000a_0,0.274643311,IDN.9.12.11_1,35.09,Indramayu,0.123981863,0.434721344,0.354772828,4.153333,39.42455,1.83E+07,22.166666,40.666668,4,0,-6.346221002,108.3396735,5.5,4/1/2010,3/17/2010,146.0001006,30.866667,28.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0000000000000000000b_0,0.710274761,IDN.9.12.12_1,28.97,Jatibarang,0.499515663,0.882586828,0.751418214,6.315,39.42455,2.77E+07,24.266666,40.816666,6,1,-6.440430282,108.3127631,5.5,4/1/2010,3/17/2010,153.9635201,25.666666,33.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0000000000000000000c_0,0.669765726,IDN.9.12.13_1,29.20333333,Juntinyuat,0.482317904,0.83297187,0.719164775,5.3966665,39.42455,4.00E+07,25.15,42.333332,5,0,-6.435702404,108.4106237,5.55,4/1/2010,3/17/2010,164.0008831,28.65,29.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0000000000000000000d_0,0.524830761,IDN.9.12.14_1,29.15,Kandanghaur,0.440442002,0.777173477,0.614705143,4.4066668,39.431526,5.37E+07,19.683332,40.016666,0,0,-6.356153471,108.0925528,5.75,4/1/2010,3/17/2010,186.9061236,29.8,30.183332,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0000000000000000000f_0,0.650868373,IDN.9.12.16_1,29,Kedokan Bunder,0.436183855,0.762179947,0.662113965,5.8283334,39.42455,2.49E+07,20.833334,40.166668,7,1,-6.498111734,108.413541,5.5,4/1/2010,3/17/2010,185.7987499,27.1,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000010_0,0.614049638,IDN.9.12.17_1,29.71666667,Kertasemaya,0.482633014,0.819982925,0.688453306,5.54,39.667084,2.80E+07,25.85,41.033333,11,1,-6.519212364,108.367312,5.766667,4/1/2010,3/17/2010,193.6149044,28.7,30.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000011_0,0.121688099,IDN.9.12.18_1,31.69,Krangkeng,0.550332311,0.232732959,0.168427561,7.3966665,39.667084,4.65E+07,20.683332,36.433334,4,1,-6.515525463,108.4866135,5.766667,4/1/2010,3/17/2010,205.9771376,27.55,36.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000012_0,-0.035960029,IDN.9.12.19_1,30.61,Kroya,0.033108705,0.099731397,0.100890129,7.355,39.431526,1.11E+08,24.25,37.483334,26,1,-6.499856595,108.0409915,5.55,4/1/2010,3/17/2010,218.3957582,26.966667,35.533333,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000013_0,0.596637911,IDN.9.12.20_1,29.47,Lelea,0.441884261,0.786739229,0.662389286,6.945,39.431526,5.12E+07,23.216667,38.85,5,1,-6.461084281,108.2255471,5.6,4/1/2010,3/17/2010,197.5145092,26.366667,34.783333,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000014_0,0.597200807,IDN.9.12.21_1,27.82,Lohbener,0.369638429,0.558323426,0.509655717,3.9716666,39.42455,2.69E+07,20.716667,41.633335,2,1,-6.399805492,108.2562558,5.55,4/1/2010,3/17/2010,140.2451925,26.916666,31.366667,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000015_0,0.062702423,IDN.9.12.22_1,30.05,Losarang,0.504847718,0.207340529,0.098241846,5.7533336,39.431526,5.49E+07,30,42,-5,0,-6.370965143,108.1748983,5.85,4/1/2010,3/17/2010,160.7107263,25.3,32.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000017_0,0.402322955,IDN.9.12.24_1,26.78333333,Patrol,0.113365547,0.201375092,0.201968098,4.4066668,39.431526,3.28E+07,22.25,35.05,5,1,-6.319597156,108.001201,5.5,4/1/2010,3/17/2010,179.1907339,33.383335,31.566668,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000018_0,0.512559851,IDN.9.12.25_1,30.72,Sindang,0.393737956,0.717898933,0.5888548,5.94,39.42455,2.15E+07,26.8,38.183334,0,1,-6.331951271,108.2974191,5.7,4/1/2010,3/17/2010,132.168365,26.15,35.683334,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0000000000000000001a_0,1.835922079,IDN.9.12.27_1,30.93,Sukagumiwang,0.417981505,0.138032495,0.060169902,5.6516666,39.667084,2.39E+07,23.016666,38.4,16,1,-6.58186177,108.3236732,5.7,4/1/2010,3/17/2010,231.9911799,31.066668,30.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0000000000000000001b_0,0.288747433,IDN.9.12.28_1,30.81,Sukra,0.568104886,0.417968645,0.338990355,3.0416667,38.990833,3.21E+07,23.8,34.183334,6,1,-6.291060522,107.948026,5.7,4/1/2010,3/17/2010,159.4930248,34.216667,31.616667,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0000000000000000001c_0,1.655187483,IDN.9.12.29_1,31.11,Terisi,0.378954045,0.007982732,-0.100157891,6.4083333,39.74291,1.07E+08,21.5,37.533333,45,1,-6.56059026,108.067279,5.516667,4/1/2010,3/17/2010,254.8916245,26.216667,36.266666,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0000000000000000001d_0,1.891417073,IDN.9.12.30_1,29.94,Tukdana,0.472134925,0.193367223,0.107064884,5.295,39.667084,5.74E+07,19.15,39.433334,13,1,-6.561284943,108.2729179,5.4,4/1/2010,3/17/2010,233.5216122,26.4,34.183334,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0000000000000000001e_0,0.591879817,IDN.9.12.31_1,29.02333333,Widasari,0.496130473,0.78324841,0.657497949,5.83,39.42455,3.19E+07,26.133333,38.3,8,1,-6.466610802,108.2732647,5.5,4/1/2010,3/17/2010,188.0817823,26.783333,34.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000003_0,0.110337601,IDN.9.12.4_1,32.95,Bangodua,0.371782075,0.246822023,0.17091761,7.2183332,37.909725,3.88E+07,26.216667,37.116665,9,1,-6.516957405,108.2788161,5.6,4/16/2010,4/1/2010,75.15449739,28.733334,34.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000004_0,0.130431452,IDN.9.12.5_1,27.95,Bongas,0.353154702,0.330810374,0.212322296,3.7733333,38.10986,4.15E+07,21.666666,37.016666,7,1,-6.379961067,108.0174887,5.65,4/16/2010,4/1/2010,66.78376532,30.05,32.916668,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000006_0,0.467524782,IDN.9.12.7_1,32.23,Cikedung,0.319748672,0.791233091,0.603720055,6.2233334,38.48935,8.44E+07,27.633333,40.783333,29,0,-6.537103773,108.174859,5.5,4/16/2010,4/1/2010,88.95635438,26.5,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000007_0,0.130432069,IDN.9.12.8_1,30.43,Gabuswetan,0.259260047,0.303979902,0.206790561,6.0833335,38.10986,6.77E+07,25.516666,41.533333,9,1,-6.427559569,108.0681062,5.5,4/16/2010,4/1/2010,77.33627963,24.683332,33.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000000b_0,0.552673101,IDN.9.12.12_1,30.66,Jatibarang,0.430117114,0.785591434,0.650791859,6.315,37.653423,2.77E+07,24.266666,40.816666,6,1,-6.440430282,108.3127631,5.5,4/16/2010,4/1/2010,61.07215357,25.666666,33.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000000d_0,0.362045025,IDN.9.12.14_1,29.58,Kandanghaur,0.402009367,0.605296845,0.451959291,4.4066668,38.10986,5.37E+07,19.683332,40.016666,0,0,-6.356153471,108.0925528,5.75,4/16/2010,4/1/2010,67.17828226,29.8,30.183332,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000010_0,0.367474667,IDN.9.12.17_1,31.75666667,Kertasemaya,0.229151365,0.583229413,0.46380622,5.54,37.909725,2.80E+07,25.85,41.033333,11,1,-6.519212364,108.367312,5.766667,4/16/2010,4/1/2010,72.85885191,28.7,30.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000011_0,0.43091678,IDN.9.12.18_1,30.535,Krangkeng,0.421418075,0.719518771,0.542259491,7.3966665,37.909725,4.65E+07,20.683332,36.433334,4,1,-6.515525463,108.4866135,5.766667,4/16/2010,4/1/2010,58.94170761,27.55,36.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000012_0,0.294925574,IDN.9.12.19_1,31.85,Kroya,0.330077075,0.502936383,0.39103353,7.355,38.10986,1.11E+08,24.25,37.483334,26,1,-6.499856595,108.0409915,5.55,4/16/2010,4/1/2010,97.08789015,26.966667,35.533333,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000013_0,0.144965566,IDN.9.12.20_1,31.35,Lelea,0.329578963,0.349491203,0.231508636,6.945,38.10986,5.12E+07,23.216667,38.85,5,1,-6.461084281,108.2255471,5.6,4/16/2010,4/1/2010,78.62310886,26.366667,34.783333,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000014_0,0.385945114,IDN.9.12.21_1,30.09,Lohbener,0.300122257,0.62676259,0.489702831,3.9716666,37.653423,2.69E+07,20.716667,41.633335,2,1,-6.399805492,108.2562558,5.55,4/16/2010,4/1/2010,54.26749897,26.916666,31.366667,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000015_0,0.024988132,IDN.9.12.22_1,30.39,Losarang,0.348426247,0.114933973,0.048228736,5.7533336,38.10986,5.49E+07,30,42,-5,0,-6.370965143,108.1748983,5.85,4/16/2010,4/1/2010,62.07900143,25.3,32.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000001a_0,0.183454445,IDN.9.12.27_1,32.71,Sukagumiwang,0.285764017,0.460542251,0.298304467,5.6516666,37.909725,2.39E+07,23.016666,38.4,16,1,-6.58186177,108.3236732,5.7,4/16/2010,4/1/2010,79.84024596,31.066668,30.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000001c_0,0.345071276,IDN.9.12.29_1,32.39,Terisi,0.206284386,0.579295256,0.450075643,6.4083333,38.48935,1.07E+08,21.5,37.533333,45,1,-6.56059026,108.067279,5.516667,4/16/2010,4/1/2010,100.611156,26.216667,36.266666,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000001d_0,0.105074296,IDN.9.12.30_1,32.84333333,Tukdana,-0.008760158,0.219792385,0.1612909,5.295,37.909725,5.74E+07,19.15,39.433334,13,1,-6.561284943,108.2729179,5.4,4/16/2010,4/1/2010,87.13148427,26.4,34.183334,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000001e_0,0.125,IDN.9.12.31_1,31.24,Widasari,0.226199394,0.255132125,0.186817781,5.83,37.653423,3.19E+07,26.133333,38.3,8,1,-6.466610802,108.2732647,5.5,4/16/2010,4/1/2010,69.69693017,26.783333,34.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000000_0,0.246632145,IDN.9.12.1_1,34.05,Anjatan,0.141882283,0.363437718,0.296636998,3.8416667,37.630917,6.86E+07,24.416666,35.65,14,1,-6.376434756,107.9465204,5.5,5/1/2010,4/16/2010,71.89763069,29.95,34.366665,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000003_0,0.099080646,IDN.9.12.4_1,34.81,Bangodua,0.380956765,0.211152897,0.140906521,7.2183332,38.93045,3.88E+07,26.216667,37.116665,9,1,-6.516957405,108.2788161,5.6,5/1/2010,4/16/2010,123.341912,28.733334,34.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000007_0,0.155178733,IDN.9.12.8_1,34.67,Gabuswetan,0.262820295,0.270289416,0.202774457,6.0833335,38.4854,6.77E+07,25.516666,41.533333,9,1,-6.427559569,108.0681062,5.5,5/1/2010,4/16/2010,87.38846707,24.683332,33.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000008_0,0.195184153,IDN.9.12.9_1,33.66333333,Gantar,0.236089543,0.273122336,0.21365672,4.37,41.652565,1.10E+08,16.433332,41.066666,42,1,-6.546260825,107.9498554,5.5,5/1/2010,4/16/2010,127.9872818,23.633333,35.283333,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000009_0,0.125518432,IDN.9.12.10_1,35.1,Haurgeulis,0.312274119,0.176803371,0.134240388,4.9,37.630917,4.70E+07,22.65,35.683334,21,1,-6.446405047,107.9374711,5.6,5/1/2010,4/16/2010,87.04988861,27.55,36.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000000c_0,0.106519931,IDN.9.12.13_1,34.83,Juntinyuat,0.428190894,0.192178333,0.139509811,5.3966665,38.6666,4.00E+07,25.15,42.333332,5,0,-6.435702404,108.4106237,5.55,5/1/2010,4/16/2010,99.40707159,28.65,29.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000000f_0,0.073217853,IDN.9.12.16_1,34.65,Kedokan Bunder,0.582146784,0.150419255,0.10536316,5.8283334,38.6666,2.49E+07,20.833334,40.166668,7,1,-6.498111734,108.413541,5.5,5/1/2010,4/16/2010,109.6988659,27.1,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000010_0,0.154886369,IDN.9.12.17_1,34.79,Kertasemaya,0.162758794,0.227295898,0.179020571,5.54,38.93045,2.80E+07,25.85,41.033333,11,1,-6.519212364,108.367312,5.766667,5/1/2010,4/16/2010,128.7010474,28.7,30.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000011_0,0.666046451,IDN.9.12.18_1,27.54,Krangkeng,0.451417044,0.856772382,0.707465353,7.3966665,38.93045,4.65E+07,20.683332,36.433334,4,1,-6.515525463,108.4866135,5.766667,5/1/2010,4/16/2010,128.393774,27.55,36.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000013_0,0.080311913,IDN.9.12.20_1,34.05,Lelea,0.400261243,0.173351203,0.117265509,6.945,38.4854,5.12E+07,23.216667,38.85,5,1,-6.461084281,108.2255471,5.6,5/1/2010,4/16/2010,116.2799325,26.366667,34.783333,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000015_0,0.049880892,IDN.9.12.22_1,31.93,Losarang,0.43068622,0.13960878,0.074440964,5.7533336,38.4854,5.49E+07,30,42,-5,0,-6.370965143,108.1748983,5.85,5/1/2010,4/16/2010,88.66238403,25.3,32.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000001a_0,0.175500821,IDN.9.12.27_1,33.85,Sukagumiwang,0.054078956,0.103467455,0.09795363,5.6516666,38.93045,2.39E+07,23.016666,38.4,16,1,-6.58186177,108.3236732,5.7,5/1/2010,4/16/2010,134.5107603,31.066668,30.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000001c_0,0.296132253,IDN.9.12.29_1,33.24333333,Terisi,-0.041813569,0.474205174,0.374746478,6.4083333,38.885777,1.07E+08,21.5,37.533333,45,1,-6.56059026,108.067279,5.516667,5/1/2010,4/16/2010,139.6710291,26.216667,36.266666,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000001d_0,0.133923839,IDN.9.12.30_1,33.23,Tukdana,0.304587475,0.262691395,0.18223763,5.295,38.93045,5.74E+07,19.15,39.433334,13,1,-6.561284943,108.2729179,5.4,5/1/2010,4/16/2010,142.1751657,26.4,34.183334,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000001e_0,0.100967949,IDN.9.12.31_1,34.19,Widasari,-0.08882589,0.199065966,0.145801696,5.83,38.6666,3.19E+07,26.133333,38.3,8,1,-6.466610802,108.2732647,5.5,5/1/2010,4/16/2010,111.4638331,26.783333,34.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000002_0,,IDN.9.12.3_1,29.15,Balongan,,,,4.576667,38.599285,2.20E+07,24.416666,39.233334,1,1,-6.38404523,108.3754617,5.7,5/16/2010,5/1/2010,154.1547561,26.9,33.85,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000004_0,,IDN.9.12.5_1,31.79,Bongas,,,,3.7733333,38.35483,4.15E+07,21.666666,37.016666,7,1,-6.379961067,108.0174887,5.65,5/16/2010,5/1/2010,167.8170013,30.05,32.916668,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000006_0,,IDN.9.12.7_1,31.09,Cikedung,,,,6.2233334,38.938965,8.44E+07,27.633333,40.783333,29,0,-6.537103773,108.174859,5.5,5/16/2010,5/1/2010,200.9190464,26.5,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000007_0,,IDN.9.12.8_1,30.69,Gabuswetan,,,,6.0833335,38.35483,6.77E+07,25.516666,41.533333,9,1,-6.427559569,108.0681062,5.5,5/16/2010,5/1/2010,179.0959568,24.683332,33.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000008_0,,IDN.9.12.9_1,32.52,Gantar,,,,4.37,41.560276,1.10E+08,16.433332,41.066666,42,1,-6.546260825,107.9498554,5.5,5/16/2010,5/1/2010,181.2745409,23.633333,35.283333,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000009_0,,IDN.9.12.10_1,32.02,Haurgeulis,,,,4.9,37.224174,4.70E+07,22.65,35.683334,21,1,-6.446405047,107.9374711,5.6,5/16/2010,5/1/2010,154.0865655,27.55,36.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000000f_0,,IDN.9.12.16_1,32.39,Kedokan Bunder,,,,5.8283334,38.599285,2.49E+07,20.833334,40.166668,7,1,-6.498111734,108.413541,5.5,5/16/2010,5/1/2010,147.4812207,27.1,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000011_0,,IDN.9.12.18_1,27.84,Krangkeng,,,,7.3966665,38.989265,4.65E+07,20.683332,36.433334,4,1,-6.515525463,108.4866135,5.766667,5/16/2010,5/1/2010,162.033041,27.55,36.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000012_0,,IDN.9.12.19_1,30.73,Kroya,,,,7.355,38.35483,1.11E+08,24.25,37.483334,26,1,-6.499856595,108.0409915,5.55,5/16/2010,5/1/2010,169.2020226,26.966667,35.533333,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000015_0,,IDN.9.12.22_1,27.77,Losarang,,,,5.7533336,38.35483,5.49E+07,30,42,-5,0,-6.370965143,108.1748983,5.85,5/16/2010,5/1/2010,197.1203537,25.3,32.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000017_0,,IDN.9.12.24_1,34.65,Patrol,,,,4.4066668,38.35483,3.28E+07,22.25,35.05,5,1,-6.319597156,108.001201,5.5,5/16/2010,5/1/2010,161.3707304,33.383335,31.566668,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000001b_0,,IDN.9.12.28_1,29.46,Sukra,,,,3.0416667,37.224174,3.21E+07,23.8,34.183334,6,1,-6.291060522,107.948026,5.7,5/16/2010,5/1/2010,152.3992085,34.216667,31.616667,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000001d_0,,IDN.9.12.30_1,31.21,Tukdana,,,,5.295,38.989265,5.74E+07,19.15,39.433334,13,1,-6.561284943,108.2729179,5.4,5/16/2010,5/1/2010,195.4360971,26.4,34.183334,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0000000000000000001b_0,0.127433723,IDN.9.12.28_1,33.07,Sukra,0.275327204,0.286810368,0.195878811,3.0416667,37.302376,3.21E+07,23.8,34.183334,6,1,-6.291060522,107.948026,5.7,5/31/2010,5/16/2010,118.589572,34.216667,31.616667,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000000_0,,IDN.9.12.1_1,32.83,Anjatan,,,,3.8416667,37.009377,6.86E+07,24.416666,35.65,14,1,-6.376434756,107.9465204,5.5,6/15/2010,5/31/2010,97.27712965,29.95,34.366665,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000001_0,,IDN.9.12.2_1,30.575,Arahan,,,,5.8983335,38.005424,2.22E+07,23.4,40.5,2,1,-6.363311932,108.2467322,5.65,6/15/2010,5/31/2010,143.5529413,26.933332,32.566666,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000002_0,,IDN.9.12.3_1,30.85,Balongan,,,,4.576667,38.268227,2.20E+07,24.416666,39.233334,1,1,-6.38404523,108.3754617,5.7,6/15/2010,5/31/2010,131.09936,26.9,33.85,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000003_0,,IDN.9.12.4_1,30.218,Bangodua,,,,7.2183332,38.467308,3.88E+07,26.216667,37.116665,9,1,-6.516957405,108.2788161,5.6,6/15/2010,5/31/2010,107.4782515,28.733334,34.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000004_0,,IDN.9.12.5_1,32.67,Bongas,,,,3.7733333,38.005424,4.15E+07,21.666666,37.016666,7,1,-6.379961067,108.0174887,5.65,6/15/2010,5/31/2010,112.6900568,30.05,32.916668,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000006_0,,IDN.9.12.7_1,30.89,Cikedung,,,,6.2233334,38.389866,8.44E+07,27.633333,40.783333,29,0,-6.537103773,108.174859,5.5,6/15/2010,5/31/2010,104.3135033,26.5,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000007_0,,IDN.9.12.8_1,31.08333333,Gabuswetan,,,,6.0833335,38.005424,6.77E+07,25.516666,41.533333,9,1,-6.427559569,108.0681062,5.5,6/15/2010,5/31/2010,108.6393976,24.683332,33.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000008_0,,IDN.9.12.9_1,29.745,Gantar,,,,4.37,41.124733,1.10E+08,16.433332,41.066666,42,1,-6.546260825,107.9498554,5.5,6/15/2010,5/31/2010,105.673995,23.633333,35.283333,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000009_0,,IDN.9.12.10_1,30.565,Haurgeulis,,,,4.9,37.009377,4.70E+07,22.65,35.683334,21,1,-6.446405047,107.9374711,5.6,6/15/2010,5/31/2010,99.79427814,27.55,36.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000a_0,,IDN.9.12.11_1,32.47666667,Indramayu,,,,4.153333,38.268227,1.83E+07,22.166666,40.666668,4,0,-6.346221002,108.3396735,5.5,6/15/2010,5/31/2010,158.1878395,30.866667,28.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000b_0,,IDN.9.12.12_1,30.65,Jatibarang,,,,6.315,38.268227,2.77E+07,24.266666,40.816666,6,1,-6.440430282,108.3127631,5.5,6/15/2010,5/31/2010,131.454812,25.666666,33.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000c_0,,IDN.9.12.13_1,30.242,Juntinyuat,,,,5.3966665,38.268227,4.00E+07,25.15,42.333332,5,0,-6.435702404,108.4106237,5.55,6/15/2010,5/31/2010,119.4843473,28.65,29.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000d_0,,IDN.9.12.14_1,30.95,Kandanghaur,,,,4.4066668,38.005424,5.37E+07,19.683332,40.016666,0,0,-6.356153471,108.0925528,5.75,6/15/2010,5/31/2010,113.0818462,29.8,30.183332,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000f_0,,IDN.9.12.16_1,30.39,Kedokan Bunder,,,,5.8283334,38.268227,2.49E+07,20.833334,40.166668,7,1,-6.498111734,108.413541,5.5,6/15/2010,5/31/2010,112.590138,27.1,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000010_0,,IDN.9.12.17_1,31.31,Kertasemaya,,,,5.54,38.467308,2.80E+07,25.85,41.033333,11,1,-6.519212364,108.367312,5.766667,6/15/2010,5/31/2010,117.8681927,28.7,30.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
